Date,Vegetable,Price
24/09/2022,Ladies Finger,24
24/09/2022,Tomato,46
24/09/2022,Amla,50
24/09/2022,Capsicum,44
24/09/2022,Lemon,56
24/09/2022,Green Chilli,35
24/10/2022,Coriander Leaves,9
24/10/2022,Amla,50
24/10/2022,Banana,10
24/10/2022,Onion,22
24/10/2022,Spinach,10
24/10/2022,Tomato,36
24/10/2022,Mango Raw,109
24/10/2022,Potato,31
24/10/2022,Ivy Gourd,26
24/10/2022,Capsicum,40
24/10/2022,Snake Gourd,34
24/10/2022,Green Chilli,36
24/10/2022,Ladies Finger,20
24/10/2022,Lemon,55
24/10/2022,Bitter Gourd,32
24/10/2022,French Beans,70
24/11/2022,Green Chilli,37
24/11/2022,Lemon,60
24/11/2022,Bitter Gourd,29
24/11/2022,Capsicum,44
24/11/2022,Coriander Leaves,10
24/11/2022,Snake Gourd,28
24/11/2022,French Beans,21
24/11/2022,Tomato,20
24/11/2022,Mango Raw,104
24/11/2022,Ladies Finger,27
24/11/2022,Amla,50
24/11/2022,Potato,35
24/11/2022,Onion,35
24/11/2022,Banana,9
24/11/2022,Spinach,15
24/11/2022,Ivy Gourd,23
24/12/2022,Onion,25
24/12/2022,Potato,29
24/12/2022,Bitter Gourd,31
24/12/2022,Green Chilli,33
24/12/2022,Spinach,14
24/12/2022,Coriander Leaves,7
24/12/2022,Ladies Finger,30
24/12/2022,Ivy Gourd,23
24/12/2022,Tomato,17
24/12/2022,French Beans,30
24/12/2022,Lemon,47
24/12/2022,Mango Raw,90
24/12/2022,Banana,7
24/12/2022,Amla,70
24/12/2022,Snake Gourd,31
24/12/2022,Capsicum,44
25/01/2022,Snake Gourd,26
25/01/2022,Tomato,19
25/01/2022,Banana,7
25/01/2022,Lemon,37
25/01/2022,Ivy Gourd,32
25/01/2022,French Beans,38
25/01/2022,Spinach,15
25/01/2022,Mango Raw,72
25/01/2022,Amla,60
25/01/2022,Onion,36
25/01/2022,Potato,20
25/01/2022,Bitter Gourd,33
25/01/2022,Coriander Leaves,10
25/01/2022,Green Chilli,42
25/01/2022,Capsicum,47
25/01/2022,Ladies Finger,56
25/01/2023,Ivy Gourd,27
25/01/2023,Coriander Leaves,8
25/01/2023,Green Chilli,35
25/01/2023,Capsicum,46
25/01/2023,Lemon,56
25/01/2023,Snake Gourd,31
25/01/2023,French Beans,35
25/01/2023,Banana,8
25/01/2023,Bitter Gourd,27
25/01/2023,Ladies Finger,43
25/01/2023,Onion,30
25/01/2023,Tomato,24
25/01/2023,Potato,28
25/01/2023,Spinach,12
25/01/2023,Mango Raw,87
25/01/2023,Amla,50
25/02/2022,Tomato,17
25/02/2022,Snake Gourd,28
25/02/2022,Banana,7
25/02/2022,Amla,50
25/02/2022,French Beans,35
25/02/2022,Mango Raw,71
25/02/2022,Spinach,10
25/02/2022,Ivy Gourd,30
25/02/2022,Coriander Leaves,11
25/02/2022,Capsicum,41
25/02/2022,Ladies Finger,55
25/02/2022,Potato,24
25/02/2022,Lemon,38
25/02/2022,Onion,37
25/02/2022,Bitter Gourd,36
25/02/2022,Green Chilli,58
25/02/2023,Mango Raw,93
25/02/2023,Ivy Gourd,27
25/02/2023,Lemon,59
25/02/2023,Capsicum,48
25/02/2023,Potato,37
25/02/2023,Onion,23
25/02/2023,French Beans,41
25/02/2023,Green Chilli,44
25/02/2023,Amla,50
25/02/2023,Banana,7
25/02/2023,Bitter Gourd,28
25/02/2023,Coriander Leaves,6
25/02/2023,Tomato,33
25/02/2023,Spinach,13
25/02/2023,Snake Gourd,28
25/02/2023,Ladies Finger,45
25/03/2022,Green Chilli,45
25/03/2022,Coriander Leaves,11
25/03/2022,Amla,50
25/03/2022,Capsicum,36
25/03/2022,Onion,40
25/03/2022,Potato,20
25/03/2022,Tomato,13
25/03/2022,Spinach,11
25/03/2022,Mango Raw,70
25/03/2022,Snake Gourd,20
25/03/2022,Lemon,36
25/03/2022,Ladies Finger,25
25/03/2022,French Beans,29
25/03/2022,Banana,7
25/03/2022,Bitter Gourd,27
25/03/2022,Ivy Gourd,33
25/03/2023,Ladies Finger,43
25/03/2023,Snake Gourd,25
25/03/2023,Banana,10
25/03/2023,Green Chilli,45
25/03/2023,Onion,21
25/03/2023,Bitter Gourd,34
25/03/2023,Ivy Gourd,23
25/03/2023,Coriander Leaves,5
25/03/2023,Potato,29
25/03/2023,Capsicum,50
25/03/2023,Spinach,17
25/03/2023,Mango Raw,95
25/03/2023,Tomato,23
25/03/2023,French Beans,37
25/03/2023,Lemon,60
25/03/2023,Amla,70
25/04/2022,Lemon,37
25/04/2022,Snake Gourd,20
25/04/2022,Potato,22
25/04/2022,Mango Raw,30
25/04/2022,Tomato,13
25/04/2022,Onion,20
25/04/2022,Coriander Leaves,7
25/04/2022,Bitter Gourd,25
25/04/2022,Spinach,12
25/04/2022,Capsicum,32
25/04/2022,Banana,7
25/04/2022,Amla,50
25/04/2022,Ivy Gourd,34
25/04/2022,French Beans,30
25/04/2022,Green Chilli,39
25/04/2022,Ladies Finger,18
25/04/2023,Banana,12
25/04/2023,Bitter Gourd,33
25/04/2023,Coriander Leaves,9
25/04/2023,Potato,22
25/04/2023,Ivy Gourd,26
25/04/2023,Capsicum,49
25/04/2023,Snake Gourd,27
25/04/2023,Ladies Finger,35
25/04/2023,Lemon,56
25/04/2023,Tomato,18
25/04/2023,French Beans,49
25/04/2023,Spinach,16
25/04/2023,Onion,22
25/04/2023,Mango Raw,34
25/04/2023,Green Chilli,42
25/04/2023,Amla,70
25/05/2022,Tomato,90
25/05/2022,Ivy Gourd,24
25/05/2022,French Beans,82
25/05/2022,Mango Raw,23
25/05/2022,Spinach,14
25/05/2022,Potato,27
25/05/2022,Bitter Gourd,35
25/05/2022,Banana,8
25/05/2022,Capsicum,33
25/05/2022,Lemon,125
25/05/2022,Coriander Leaves,12
25/05/2022,Green Chilli,36
25/05/2022,Amla,70
25/05/2022,Ladies Finger,36
25/05/2022,Snake Gourd,23
25/05/2022,Onion,17
25/05/2023,Ladies Finger,40
25/05/2023,Snake Gourd,30
25/05/2023,Tomato,13
25/05/2023,French Beans,43
25/05/2023,Spinach,14
25/05/2023,Green Chilli,42
25/05/2023,Coriander Leaves,5
25/05/2023,Lemon,53
25/05/2023,Mango Raw,28
25/05/2023,Banana,8
25/05/2023,Capsicum,44
25/05/2023,Bitter Gourd,30
25/05/2023,Amla,70
25/05/2023,Onion,18
25/05/2023,Potato,24
25/05/2023,Ivy Gourd,28
25/06/2022,French Beans,54
25/06/2022,Snake Gourd,26
25/06/2022,Ivy Gourd,27
25/06/2022,Coriander Leaves,8
25/06/2022,Ladies Finger,32
25/06/2022,Spinach,14
25/06/2022,Amla,50
25/06/2022,Lemon,50
25/06/2022,Banana,7
25/06/2022,Bitter Gourd,36
25/06/2022,Green Chilli,30
25/06/2022,Mango Raw,27
25/06/2022,Onion,24
25/06/2022,Capsicum,33
25/06/2022,Potato,27
25/06/2022,Tomato,32
25/06/2023,Onion,22
25/06/2023,Amla,70
25/06/2023,Spinach,15
25/06/2023,French Beans,70
25/06/2023,Banana,11
25/06/2023,Coriander Leaves,10
25/06/2023,Ladies Finger,41
25/06/2023,Ivy Gourd,28
25/06/2023,Lemon,63
25/06/2023,Potato,29
25/06/2023,Snake Gourd,36
25/06/2023,Bitter Gourd,34
25/06/2023,Tomato,85
25/06/2023,Capsicum,47
25/06/2023,Mango Raw,26
25/06/2023,Green Chilli,45
25/07/2022,Green Chilli,41
25/07/2022,Banana,10
25/07/2022,Ivy Gourd,22
25/07/2022,Snake Gourd,30
25/07/2022,Ladies Finger,34
25/07/2022,Lemon,63
25/07/2022,Spinach,10
25/07/2022,Amla,50
25/07/2022,Mango Raw,61
25/07/2022,Capsicum,33
25/07/2022,French Beans,66
25/07/2022,Onion,24
25/07/2022,Coriander Leaves,7
25/07/2022,Potato,30
25/07/2022,Bitter Gourd,38
25/07/2022,Tomato,19
25/07/2023,Ladies Finger,41
25/07/2023,Lemon,44
25/07/2023,Spinach,11
25/07/2023,Snake Gourd,30
25/07/2023,Onion,29
25/07/2023,Amla,80
25/07/2023,Capsicum,45
25/07/2023,Mango Raw,33
25/07/2023,Tomato,89
25/07/2023,French Beans,69
25/07/2023,Ivy Gourd,24
25/07/2023,Green Chilli,84
25/07/2023,Banana,8
25/07/2023,Bitter Gourd,32
25/07/2023,Coriander Leaves,9
25/07/2023,Potato,30
25/08/2022,Bitter Gourd,36
25/08/2022,Lemon,54
25/08/2022,Mango Raw,96
25/08/2022,Ladies Finger,23
25/08/2022,French Beans,55
25/08/2022,Tomato,19
25/08/2022,Spinach,13
25/08/2022,Amla,50
25/08/2022,Coriander Leaves,8
25/08/2022,Onion,24
25/08/2022,Banana,8
25/08/2022,Potato,35
25/08/2022,Ivy Gourd,25
25/08/2022,Snake Gourd,29
25/08/2022,Green Chilli,40
25/08/2022,Capsicum,33
25/09/2022,Lemon,65
25/09/2022,French Beans,62
25/09/2022,Banana,12
25/09/2022,Ladies Finger,25
25/09/2022,Spinach,13
25/09/2022,Snake Gourd,33
25/09/2022,Amla,50
25/09/2022,Onion,24
25/09/2022,Green Chilli,39
25/09/2022,Capsicum,44
25/09/2022,Coriander Leaves,11
25/09/2022,Bitter Gourd,35
25/09/2022,Potato,36
25/09/2022,Ivy Gourd,28
25/09/2022,Tomato,40
25/09/2022,Mango Raw,101
25/10/2022,Potato,31
25/10/2022,Snake Gourd,34
25/10/2022,Spinach,10
25/10/2022,Mango Raw,109
25/10/2022,Capsicum,40
25/10/2022,Tomato,36
25/10/2022,Banana,10
25/10/2022,Amla,50
25/10/2022,Bitter Gourd,32
25/10/2022,Lemon,55
25/10/2022,Ladies Finger,20
25/10/2022,French Beans,70
25/10/2022,Ivy Gourd,26
25/10/2022,Coriander Leaves,9
25/10/2022,Onion,22
25/10/2022,Green Chilli,36
25/11/2022,Snake Gourd,28
25/11/2022,Bitter Gourd,29
25/11/2022,Capsicum,44
25/11/2022,Lemon,60
25/11/2022,Mango Raw,104
25/11/2022,French Beans,21
25/11/2022,Coriander Leaves,10
25/11/2022,Spinach,15
25/11/2022,Amla,50
25/11/2022,Tomato,20
25/11/2022,Potato,35
25/11/2022,Ivy Gourd,23
25/11/2022,Green Chilli,37
25/11/2022,Ladies Finger,27
25/11/2022,Banana,9
25/11/2022,Onion,35
25/12/2022,Mango Raw,90
25/12/2022,French Beans,30
25/12/2022,Onion,25
25/12/2022,Amla,70
25/12/2022,Coriander Leaves,7
25/12/2022,Ivy Gourd,23
25/12/2022,Snake Gourd,31
25/12/2022,Bitter Gourd,31
25/12/2022,Banana,7
25/12/2022,Tomato,17
25/12/2022,Capsicum,44
25/12/2022,Ladies Finger,30
25/12/2022,Green Chilli,33
25/12/2022,Spinach,14
25/12/2022,Lemon,47
25/12/2022,Potato,29
26/01/2022,Banana,7
26/01/2022,Bitter Gourd,33
26/01/2022,Ivy Gourd,32
26/01/2022,Spinach,15
26/01/2022,Onion,36
26/01/2022,Lemon,37
26/01/2022,Ladies Finger,56
26/01/2022,Potato,20
26/01/2022,Coriander Leaves,10
26/01/2022,Snake Gourd,26
26/01/2022,Amla,60
26/01/2022,Green Chilli,42
26/01/2022,Capsicum,47
26/01/2022,French Beans,38
26/01/2022,Mango Raw,72
26/01/2022,Tomato,19
26/01/2023,Tomato,24
26/01/2023,Green Chilli,35
26/01/2023,Coriander Leaves,8
26/01/2023,Amla,50
26/01/2023,Banana,8
26/01/2023,Onion,25
26/01/2023,Lemon,56
26/01/2023,Potato,28
26/01/2023,Capsicum,46
26/01/2023,Snake Gourd,31
26/01/2023,Ivy Gourd,27
26/01/2023,Spinach,12
26/01/2023,French Beans,35
26/01/2023,Ladies Finger,43
26/01/2023,Mango Raw,87
26/01/2023,Bitter Gourd,27
26/02/2022,French Beans,33
26/02/2022,Ladies Finger,58
26/02/2022,Mango Raw,76
26/02/2022,Spinach,10
26/02/2022,Green Chilli,55
26/02/2022,Ivy Gourd,33
26/02/2022,Bitter Gourd,33
26/02/2022,Coriander Leaves,12
26/02/2022,Amla,60
26/02/2022,Banana,6
26/02/2022,Onion,36
26/02/2022,Snake Gourd,28
26/02/2022,Tomato,14
26/02/2022,Capsicum,41
26/02/2022,Lemon,40
26/02/2022,Potato,20
26/02/2023,Ladies Finger,45
26/02/2023,Bitter Gourd,28
26/02/2023,Capsicum,48
26/02/2023,French Beans,41
26/02/2023,Mango Raw,93
26/02/2023,Tomato,33
26/02/2023,Banana,7
26/02/2023,Amla,50
26/02/2023,Green Chilli,44
26/02/2023,Potato,37
26/02/2023,Ivy Gourd,27
26/02/2023,Lemon,59
26/02/2023,Spinach,13
26/02/2023,Coriander Leaves,6
26/02/2023,Snake Gourd,28
26/02/2023,Onion,18
26/03/2022,Mango Raw,70
26/03/2022,Banana,7
26/03/2022,Spinach,11
26/03/2022,Potato,20
26/03/2022,Ladies Finger,25
26/03/2022,Capsicum,36
26/03/2022,Bitter Gourd,27
26/03/2022,French Beans,29
26/03/2022,Lemon,36
26/03/2022,Green Chilli,45
26/03/2022,Amla,50
26/03/2022,Ivy Gourd,33
26/03/2022,Tomato,13
26/03/2022,Onion,40
26/03/2022,Coriander Leaves,11
26/03/2022,Snake Gourd,20
26/03/2023,French Beans,40
26/03/2023,Capsicum,47
26/03/2023,Snake Gourd,27
26/03/2023,Potato,29
26/03/2023,Ladies Finger,42
26/03/2023,Spinach,12
26/03/2023,Banana,9
26/03/2023,Tomato,21
26/03/2023,Ivy Gourd,26
26/03/2023,Lemon,53
26/03/2023,Bitter Gourd,34
26/03/2023,Coriander Leaves,6
26/03/2023,Green Chilli,40
26/03/2023,Onion,21
26/03/2023,Mango Raw,109
26/03/2023,Amla,60
26/04/2022,Tomato,13
26/04/2022,Amla,50
26/04/2022,Bitter Gourd,25
26/04/2022,Spinach,12
26/04/2022,Potato,22
26/04/2022,Onion,20
26/04/2022,Mango Raw,30
26/04/2022,Snake Gourd,20
26/04/2022,Lemon,37
26/04/2022,Coriander Leaves,7
26/04/2022,French Beans,30
26/04/2022,Capsicum,32
26/04/2022,Ivy Gourd,34
26/04/2022,Banana,7
26/04/2022,Ladies Finger,18
26/04/2022,Green Chilli,39
26/04/2023,Banana,9
26/04/2023,Snake Gourd,27
26/04/2023,Spinach,16
26/04/2023,Ivy Gourd,27
26/04/2023,Onion,22
26/04/2023,Coriander Leaves,7
26/04/2023,Potato,21
26/04/2023,French Beans,50
26/04/2023,Lemon,52
26/04/2023,Green Chilli,47
26/04/2023,Bitter Gourd,34
26/04/2023,Capsicum,41
26/04/2023,Tomato,17
26/04/2023,Ladies Finger,33
26/04/2023,Mango Raw,29
26/04/2023,Amla,60
26/05/2022,Bitter Gourd,35
26/05/2022,Lemon,125
26/05/2022,Banana,8
26/05/2022,Ivy Gourd,24
26/05/2022,Green Chilli,36
26/05/2022,Ladies Finger,36
26/05/2022,Potato,27
26/05/2022,Coriander Leaves,12
26/05/2022,French Beans,82
26/05/2022,Snake Gourd,23
26/05/2022,Amla,70
26/05/2022,Capsicum,33
26/05/2022,Tomato,90
26/05/2022,Onion,17
26/05/2022,Mango Raw,23
26/05/2022,Spinach,14
26/05/2023,Potato,24
26/05/2023,Lemon,53
26/05/2023,Ladies Finger,40
26/05/2023,Onion,18
26/05/2023,French Beans,43
26/05/2023,Tomato,13
26/05/2023,Green Chilli,42
26/05/2023,Ivy Gourd,28
26/05/2023,Coriander Leaves,5
26/05/2023,Mango Raw,28
26/05/2023,Bitter Gourd,30
26/05/2023,Capsicum,44
26/05/2023,Amla,70
26/05/2023,Snake Gourd,30
26/05/2023,Spinach,14
26/05/2023,Banana,8
26/06/2022,Coriander Leaves,8
26/06/2022,Bitter Gourd,36
26/06/2022,Capsicum,33
26/06/2022,Potato,27
26/06/2022,Banana,7
26/06/2022,Amla,50
26/06/2022,Lemon,50
26/06/2022,Ladies Finger,32
26/06/2022,Spinach,14
26/06/2022,Green Chilli,30
26/06/2022,Mango Raw,27
26/06/2022,Snake Gourd,26
26/06/2022,French Beans,54
26/06/2022,Ivy Gourd,27
26/06/2022,Onion,24
26/06/2022,Tomato,32
26/06/2023,Potato,29
26/06/2023,Coriander Leaves,11
26/06/2023,Amla,90
26/06/2023,Bitter Gourd,29
26/06/2023,French Beans,68
26/06/2023,Ladies Finger,40
26/06/2023,Snake Gourd,36
26/06/2023,Onion,22
26/06/2023,Tomato,85
26/06/2023,Mango Raw,26
26/06/2023,Lemon,58
26/06/2023,Spinach,13
26/06/2023,Green Chilli,57
26/06/2023,Capsicum,50
26/06/2023,Ivy Gourd,27
26/06/2023,Banana,8
26/07/2022,Ladies Finger,34
26/07/2022,Capsicum,33
26/07/2022,Lemon,63
26/07/2022,Banana,10
26/07/2022,Amla,50
26/07/2022,Ivy Gourd,22
26/07/2022,Spinach,10
26/07/2022,Tomato,19
26/07/2022,Coriander Leaves,7
26/07/2022,Mango Raw,61
26/07/2022,Green Chilli,41
26/07/2022,Snake Gourd,30
26/07/2022,Bitter Gourd,38
26/07/2022,French Beans,66
26/07/2022,Onion,24
26/07/2022,Potato,30
26/07/2023,Tomato,121
26/07/2023,Bitter Gourd,31
26/07/2023,Potato,27
26/07/2023,French Beans,63
26/07/2023,Ladies Finger,41
26/07/2023,Mango Raw,33
26/07/2023,Capsicum,48
26/07/2023,Banana,8
26/07/2023,Onion,29
26/07/2023,Snake Gourd,30
26/07/2023,Lemon,40
26/07/2023,Ivy Gourd,26
26/07/2023,Green Chilli,91
26/07/2023,Spinach,12
26/07/2023,Amla,80
26/07/2023,Coriander Leaves,8
26/08/2022,Snake Gourd,27
26/08/2022,Ivy Gourd,28
26/08/2022,Green Chilli,34
26/08/2022,Mango Raw,96
26/08/2022,Onion,24
26/08/2022,Ladies Finger,25
26/08/2022,Banana,8
26/08/2022,Spinach,11
26/08/2022,Bitter Gourd,39
26/08/2022,Amla,50
26/08/2022,Tomato,19
26/08/2022,Potato,37
26/08/2022,Capsicum,36
26/08/2022,French Beans,51
26/08/2022,Lemon,52
26/08/2022,Coriander Leaves,9
26/09/2022,Onion,24
26/09/2022,Ivy Gourd,28
26/09/2022,Banana,12
26/09/2022,Capsicum,44
26/09/2022,Snake Gourd,33
26/09/2022,Spinach,13
26/09/2022,Green Chilli,39
26/09/2022,French Beans,62
26/09/2022,Amla,50
26/09/2022,Tomato,40
26/09/2022,Lemon,65
26/09/2022,Ladies Finger,25
26/09/2022,Potato,36
26/09/2022,Bitter Gourd,35
26/09/2022,Mango Raw,101
26/09/2022,Coriander Leaves,11
26/10/2022,Onion,22
26/10/2022,Ladies Finger,20
26/10/2022,Ivy Gourd,26
26/10/2022,Lemon,55
26/10/2022,Bitter Gourd,32
26/10/2022,Snake Gourd,34
26/10/2022,Potato,31
26/10/2022,Spinach,10
26/10/2022,Capsicum,40
26/10/2022,Amla,50
26/10/2022,Coriander Leaves,9
26/10/2022,Banana,10
26/10/2022,French Beans,70
26/10/2022,Mango Raw,109
26/10/2022,Tomato,36
26/10/2022,Green Chilli,36
26/11/2022,Snake Gourd,27
26/11/2022,Green Chilli,38
26/11/2022,Capsicum,39
26/11/2022,Tomato,20
26/11/2022,Potato,35
26/11/2022,Bitter Gourd,26
26/11/2022,Coriander Leaves,9
26/11/2022,Onion,36
26/11/2022,Lemon,65
26/11/2022,Ivy Gourd,26
26/11/2022,Amla,60
26/11/2022,French Beans,25
26/11/2022,Ladies Finger,29
26/11/2022,Banana,7
26/11/2022,Mango Raw,99
26/11/2022,Spinach,15
26/12/2022,Ivy Gourd,23
26/12/2022,Snake Gourd,31
26/12/2022,Coriander Leaves,7
26/12/2022,Onion,25
26/12/2022,Potato,29
26/12/2022,Spinach,14
26/12/2022,Ladies Finger,30
26/12/2022,French Beans,30
26/12/2022,Amla,70
26/12/2022,Tomato,17
26/12/2022,Bitter Gourd,31
26/12/2022,Lemon,47
26/12/2022,Mango Raw,90
26/12/2022,Green Chilli,33
26/12/2022,Capsicum,44
26/12/2022,Banana,7
27/01/2022,Ladies Finger,56
27/01/2022,Capsicum,47
27/01/2022,Coriander Leaves,10
27/01/2022,Mango Raw,72
27/01/2022,Green Chilli,42
27/01/2022,Bitter Gourd,33
27/01/2022,Tomato,19
27/01/2022,Amla,60
27/01/2022,Potato,20
27/01/2022,Ivy Gourd,32
27/01/2022,Onion,36
27/01/2022,French Beans,38
27/01/2022,Banana,7
27/01/2022,Lemon,37
27/01/2022,Spinach,15
27/01/2022,Snake Gourd,26
27/01/2023,Capsicum,46
27/01/2023,Snake Gourd,31
27/01/2023,Lemon,56
27/01/2023,Bitter Gourd,27
27/01/2023,Ladies Finger,43
27/01/2023,Coriander Leaves,8
27/01/2023,Potato,28
27/01/2023,Green Chilli,35
27/01/2023,Mango Raw,87
27/01/2023,Banana,8
27/01/2023,French Beans,35
27/01/2023,Ivy Gourd,27
27/01/2023,Tomato,24
27/01/2023,Onion,25
27/01/2023,Spinach,12
27/01/2023,Amla,50
27/02/2022,Potato,20
27/02/2022,Green Chilli,55
27/02/2022,Snake Gourd,28
27/02/2022,Bitter Gourd,33
27/02/2022,Amla,60
27/02/2022,Capsicum,41
27/02/2022,Coriander Leaves,12
27/02/2022,Ivy Gourd,33
27/02/2022,Lemon,40
27/02/2022,Tomato,14
27/02/2022,Spinach,10
27/02/2022,French Beans,33
27/02/2022,Mango Raw,76
27/02/2022,Ladies Finger,58
27/02/2022,Onion,36
27/02/2022,Banana,6
27/02/2023,Spinach,13
27/02/2023,Coriander Leaves,6
27/02/2023,French Beans,41
27/02/2023,Ivy Gourd,27
27/02/2023,Tomato,33
27/02/2023,Capsicum,48
27/02/2023,Mango Raw,93
27/02/2023,Bitter Gourd,28
27/02/2023,Lemon,59
27/02/2023,Onion,18
27/02/2023,Green Chilli,44
27/02/2023,Amla,50
27/02/2023,Snake Gourd,28
27/02/2023,Potato,37
27/02/2023,Ladies Finger,45
27/02/2023,Banana,7
27/03/2022,Lemon,36
27/03/2022,Amla,50
27/03/2022,French Beans,29
27/03/2022,Mango Raw,70
27/03/2022,Ladies Finger,25
27/03/2022,Green Chilli,45
27/03/2022,Tomato,13
27/03/2022,Banana,7
27/03/2022,Snake Gourd,20
27/03/2022,Bitter Gourd,27
27/03/2022,Potato,20
27/03/2022,Spinach,11
27/03/2022,Coriander Leaves,11
27/03/2022,Capsicum,36
27/03/2022,Ivy Gourd,33
27/03/2022,Onion,40
27/03/2023,Ivy Gourd,26
27/03/2023,Amla,60
27/03/2023,Lemon,53
27/03/2023,Snake Gourd,27
27/03/2023,Tomato,21
27/03/2023,Spinach,12
27/03/2023,Potato,29
27/03/2023,Ladies Finger,42
27/03/2023,Mango Raw,109
27/03/2023,Onion,21
27/03/2023,French Beans,40
27/03/2023,Banana,9
27/03/2023,Capsicum,47
27/03/2023,Bitter Gourd,34
27/03/2023,Coriander Leaves,6
27/03/2023,Green Chilli,40
27/04/2022,Tomato,40
27/04/2022,Banana,5
27/04/2022,Capsicum,36
27/04/2022,Snake Gourd,22
27/04/2022,Lemon,39
27/04/2022,Ivy Gourd,34
27/04/2022,Ladies Finger,24
27/04/2022,Spinach,14
27/04/2022,Coriander Leaves,9
27/04/2022,Bitter Gourd,24
27/04/2022,Onion,20
27/04/2022,Potato,24
27/04/2022,Amla,50
27/04/2022,Mango Raw,25
27/04/2022,French Beans,32
27/04/2022,Green Chilli,40
27/04/2023,Tomato,17
27/04/2023,Snake Gourd,27
27/04/2023,Green Chilli,47
27/04/2023,Coriander Leaves,7
27/04/2023,Ladies Finger,33
27/04/2023,Potato,21
27/04/2023,Amla,60
27/04/2023,Capsicum,41
27/04/2023,Mango Raw,29
27/04/2023,Lemon,52
27/04/2023,French Beans,50
27/04/2023,Bitter Gourd,34
27/04/2023,Spinach,16
27/04/2023,Banana,9
27/04/2023,Onion,19
27/04/2023,Ivy Gourd,27
27/05/2022,Banana,8
27/05/2022,Ivy Gourd,24
27/05/2022,Bitter Gourd,35
27/05/2022,Snake Gourd,23
27/05/2022,Green Chilli,36
27/05/2022,Potato,27
27/05/2022,Coriander Leaves,12
27/05/2022,Lemon,125
27/05/2022,Amla,70
27/05/2022,French Beans,82
27/05/2022,Spinach,14
27/05/2022,Onion,17
27/05/2022,Mango Raw,23
27/05/2022,Capsicum,33
27/05/2022,Tomato,90
27/05/2022,Ladies Finger,36
27/05/2023,Spinach,16
27/05/2023,Amla,50
27/05/2023,Lemon,56
27/05/2023,Bitter Gourd,32
27/05/2023,Snake Gourd,30
27/05/2023,Potato,27
27/05/2023,Banana,9
27/05/2023,Green Chilli,43
27/05/2023,Capsicum,44
27/05/2023,Mango Raw,35
27/05/2023,Coriander Leaves,10
27/05/2023,Ladies Finger,36
27/05/2023,Onion,18
27/05/2023,Ivy Gourd,24
27/05/2023,French Beans,46
27/05/2023,Tomato,14
27/06/2022,Ladies Finger,31
27/06/2022,Bitter Gourd,38
27/06/2022,Tomato,33
27/06/2022,Green Chilli,30
27/06/2022,Mango Raw,32
27/06/2022,Lemon,54
27/06/2022,Capsicum,33
27/06/2022,Spinach,11
27/06/2022,Amla,50
27/06/2022,Onion,24
27/06/2022,Coriander Leaves,11
27/06/2022,Banana,7
27/06/2022,Snake Gourd,22
27/06/2022,French Beans,56
27/06/2022,Ivy Gourd,28
27/06/2022,Potato,30
27/06/2023,Capsicum,50
27/06/2023,Coriander Leaves,11
27/06/2023,French Beans,68
27/06/2023,Spinach,13
27/06/2023,Amla,90
27/06/2023,Snake Gourd,36
27/06/2023,Mango Raw,26
27/06/2023,Ladies Finger,40
27/06/2023,Green Chilli,57
27/06/2023,Lemon,58
27/06/2023,Tomato,85
27/06/2023,Onion,23
27/06/2023,Ivy Gourd,27
27/06/2023,Banana,8
27/06/2023,Bitter Gourd,29
27/06/2023,Potato,29
27/07/2022,Bitter Gourd,38
27/07/2022,Ivy Gourd,22
27/07/2022,Capsicum,33
27/07/2022,Ladies Finger,34
27/07/2022,Green Chilli,41
27/07/2022,Spinach,10
27/07/2022,Onion,24
27/07/2022,Banana,10
27/07/2022,Potato,30
27/07/2022,Tomato,19
27/07/2022,Mango Raw,61
27/07/2022,Snake Gourd,30
27/07/2022,Amla,50
27/07/2022,French Beans,66
27/07/2022,Lemon,63
27/07/2022,Coriander Leaves,7
27/07/2023,Mango Raw,33
27/07/2023,French Beans,63
27/07/2023,Capsicum,48
27/07/2023,Ladies Finger,41
27/07/2023,Amla,80
27/07/2023,Tomato,121
27/07/2023,Ivy Gourd,26
27/07/2023,Green Chilli,91
27/07/2023,Spinach,12
27/07/2023,Bitter Gourd,31
27/07/2023,Coriander Leaves,8
27/07/2023,Potato,27
27/07/2023,Onion,27
27/07/2023,Snake Gourd,30
27/07/2023,Lemon,40
27/07/2023,Banana,8
27/08/2022,Amla,50
27/08/2022,Banana,8
27/08/2022,Potato,37
27/08/2022,Onion,24
27/08/2022,Tomato,19
27/08/2022,Capsicum,36
27/08/2022,Coriander Leaves,9
27/08/2022,Green Chilli,34
27/08/2022,Ladies Finger,25
27/08/2022,Lemon,52
27/08/2022,Bitter Gourd,39
27/08/2022,Ivy Gourd,28
27/08/2022,Spinach,11
27/08/2022,French Beans,51
27/08/2022,Snake Gourd,27
27/08/2022,Mango Raw,96
27/09/2022,Snake Gourd,33
27/09/2022,Ivy Gourd,28
27/09/2022,Coriander Leaves,11
27/09/2022,Lemon,65
27/09/2022,Tomato,40
27/09/2022,Green Chilli,39
27/09/2022,Spinach,13
27/09/2022,Onion,24
27/09/2022,Mango Raw,101
27/09/2022,Amla,50
27/09/2022,French Beans,62
27/09/2022,Potato,36
27/09/2022,Bitter Gourd,35
27/09/2022,Capsicum,44
27/09/2022,Banana,12
27/09/2022,Ladies Finger,25
27/10/2022,Ivy Gourd,25
27/10/2022,Banana,11
27/10/2022,Mango Raw,97
